name,sku,description,category,observations,price,stock
"Sabonete em Barra Erva-Doce Johnson’s 80 g","734854K","Marca: Johnson’s. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 80g. Sabonete em Barra Erva-Doce Johnson’s 80 g Johnson’s SABONETE BARRA SABONETE EM BARRA 80g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891010247454",2.89,10
"Sabonete em Barra Hidratação Erva-Doce NIVEA 85 g","P0288","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. O sabonete NIVEA Hidr Erva-Doce é ideal para quem busca uma limpeza suave e refrescante. Com sua fórmula especial, ele proporciona hidratação enquanto limpa a pele, sendo perfeito para o uso diário. Em Cuiabá e Várzea Grande, é uma escolha popular entre os consumidores que valorizam cuidados com a pele.","Para Você","EAN/GTIN: 4005900521934",2.79,10
"Sabonete em Barra Hidratação Orquídeas NIVEA 85 g","P0289","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. O sabonete NIVEA Hidr Orquideas é ideal para quem busca uma limpeza suave e hidratante. Com sua fórmula especial, ele proporciona uma sensação de frescor e bem-estar durante o banho. Perfeito para o uso diário, é uma ótima opção para quem vive em Cuiabá e Várzea Grande e deseja cuidar da pele com carinho.","Para Você","EAN/GTIN: 4005900522016",2.79,3
"Sabonete em Barra Karité e Vitamina Palmolive 85 g","502681E","Marca: Palmolive. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. Sabonete em Barra Karité e Vitamina Palmolive 85 g Palmolive SABONETE BARRA SABONETE EM BARRA 85g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891024034781",2.80,24
"Sabonete em Barra Lavanda Johnson’s 80 g","756189Q","Marca: Johnson’s. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 80g. Sabonete em Barra Lavanda Johnson’s 80 g Johnson’s SABONETE BARRA SABONETE EM BARRA 80g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891010247386",2.89,10
"Sabonete em Barra Leite de Rosas 90 g","826194S","Marca: Leite de Rosas. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 90g. Sabonete em Barra Leite de Rosas 90 g Leite de Rosas SABONETE BARRA SABONETE EM BARRA 90g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896806790084",3.99,7
"Sabonete em Barra Lima da Pérsia Phebo 90 g","97781860","Marca: Phebo. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 90g. Sabonete em Barra Lima da Pérsia Phebo 90 g Phebo SABONETE BARRA SABONETE EM BARRA 90g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896512936622",4.99,8
"Sabonete em Barra Manteiga de Karité & Lima da Pérsia NIVEA 80 g","356673J","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 80g. O sabonete NIVEA Manteiga de Karité & Lima da Persia é ideal para o cuidado diário da pele. Com sua fórmula suave, proporciona uma limpeza eficaz, deixando a pele macia e hidratada. Perfeito para o uso no banho, é uma excelente opção para quem busca um momento de cuidado e frescor. Disponível nas lojas Dona Antônia em Cuiabá e Várzea Grande.","Para Você","EAN/GTIN: 4006000172828",4.90,10
"Sabonete em Barra Multivitaminas Rexona 1 un","P4NHU","Marca: Rexona. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: Unidade. Sabonete em Barra Multivitaminas Rexona 1 un Rexona SABONETE BARRA SABONETE EM BARRA Unidade Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891150083288",3.69,50
"Sabonete em Barra Naturale Phebo 90 g","97961822","Marca: Phebo. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 90g. Sabonete em Barra Naturale Phebo 90 g Phebo SABONETE BARRA SABONETE EM BARRA 90g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896512909770",4.99,5
"Sabonete em Barra Nutri Protect Glicerina + Macadâmia Protex 85 g","90154886","Marca: Protex. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. Sabonete em Barra Nutri Protect Glicerina + Macadâmia Protex 85 g Protex SABONETE BARRA SABONETE EM BARRA 85g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891024035214",3.99,10
"Sabonete em Barra Nutrição Cremosa Leite e Pétalas de Rosa Palmolive 85 g","522665T","Marca: Palmolive. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. Sabonete em Barra Nutrição Cremosa Leite e Pétalas de Rosa Palmolive 85 g Palmolive SABONETE BARRA SABONETE EM BARRA 85g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891024034804",2.80,16
"Sabonete em Barra Odor de Rosas Phebo 90 g","97720189","Marca: Phebo. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 90g. Sabonete em Barra Odor de Rosas Phebo 90 g Phebo SABONETE BARRA SABONETE EM BARRA 90g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896512909787",4.99,6
"Sabonete em Barra Ômega 3 Protex 85 g","90152354","Marca: Protex. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. Sabonete em Barra Ômega 3 Protex 85 g Protex SABONETE BARRA SABONETE EM BARRA 85g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891024035207",3.49,10
"Sabonete em Barra Original Dove 90 g","P8","Marca: Dove. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 90g. O sabonete em barra Dove Original é ideal para a limpeza e hidratação da pele do corpo e do rosto. Com sua fórmula suave, ele proporciona uma sensação de frescor e bem-estar. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma escolha confiável para todos os tipos de pele.","Para Você","EAN/GTIN: 7898422746759",4.99,4
"Sabonete em Barra Patchouly Phebo 90 g","P189N","Marca: Phebo. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 90g. Sabonete em Barra Patchouly Phebo 90 g Phebo SABONETE BARRA SABONETE EM BARRA 90g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896512934536",4.99,6
"Sabonete em Barra Pure Milk Sensitive NIVEA 90 g","P965E","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 90g. O Sabonete NIVEA Pure Milk Sensitive é ideal para a limpeza suave da pele. Com sua fórmula delicada, ele é perfeito para o uso diário, proporcionando uma sensação de frescor e conforto. Disponível na Dona Antônia, atende às necessidades de quem busca um cuidado especial em Cuiabá e Várzea Grande.","Para Você","EAN/GTIN: 4005900807854",4.90,10
"Sabonete em Barra Raiz do Oriente Phebo 90 g","97621308","Marca: Phebo. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 90g. Sabonete em Barra Raiz do Oriente Phebo 90 g Phebo SABONETE BARRA SABONETE EM BARRA 90g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896512918536",4.99,4
"Sabonete em Barra Rosa Aveludada Albany 80 g","P0280","Marca: Albany. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 80g. Sabonete em Barra Rosa Aveludada Albany 80 g Albany SABONETE BARRA SABONETE EM BARRA 80g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7908324403992",2.69,10
"Sabonete em Barra Rosas e Sândalo Johnson’s 80 g","478910O","Marca: Johnson’s. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 80g. Sabonete em Barra Rosas e Sândalo Johnson’s 80 g Johnson’s SABONETE BARRA SABONETE EM BARRA 80g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891010247393",2.89,10
"Sabonete em Barra Sensação Purificante Palmolive 85 g","501657Y","Marca: Palmolive. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. Sabonete em Barra Sensação Purificante Palmolive 85 g Palmolive SABONETE BARRA SABONETE EM BARRA 85g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7509546659107",2.80,7
"Sabonete em Barra Suave Lilás Francis 85 g","P-7252","Marca: Francis. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. Sabonete em Barra Suave Lilás Francis 85 g Francis SABONETE BARRA SABONETE EM BARRA 85g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891176117516",2.49,7
"Sabonete em Barra Toque de Baunilha NIVEA 85 g","P0287","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. O sabonete NIVEA Toque de Baunilha é ideal para o cuidado diário da pele. Com sua fórmula suave, proporciona uma limpeza eficaz enquanto deixa um aroma delicado. Perfeito para quem busca um momento de relaxamento durante o banho, é uma ótima opção para os moradores de Cuiabá e Várzea Grande.","Para Você","EAN/GTIN: 4005900527073",3.29,10
"Sabonete Facial Limpeza Uniform & Matte Vitamina C Garnier 150 g","954819C","Marca: Garnier. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 150g. O sabonete Garnier Limpeza Facial Uniform & Matte com Vitamina C é ideal para quem busca uma pele limpa e uniforme. Com sua fórmula suave, ele ajuda a remover impurezas e oleosidade, proporcionando uma sensação refrescante. Perfeito para o uso diário, é uma excelente opção para quem vive em Cuiabá e Várzea Grande e deseja cuidar da pele de forma prática e eficaz.","Para Você","EAN/GTIN: 7899706178167",28.90,2
"Sabonete Frescor da Manhã Phebo 90 g","98009020","Marca: Phebo. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 90g. Sabonete Frescor da Manhã Phebo 90 g Phebo SABONETE BARRA SABONETE EM BARRA 90g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896512909763",4.99,6
"Sabonete Infantil Baby Delicate Care Protex 85 g","146411J","Marca: Protex. Categoria: Bebê. Tipo: Banho do Bebê. Embalagem: 85g. Sabonete Infantil Baby Delicate Care Protex 85 g Protex BEBÊ BANHO SABONETE INFANTIL 85g Para Você Bebê Banho do Bebê","Para Você","EAN/GTIN: 7509546655017",4.49,7
"Sabonete Limpeza Profunda Protex 85 g","90160198","Marca: Protex. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. Sabonete Limpeza Profunda Protex 85 g Protex SABONETE BARRA SABONETE EM BARRA 85g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891024035047",3.99,8
"Sabonete Líquido Ameixa Dourada Hidramais 500 ml","355715T","Marca: Hidramais. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 500ml. O sabonete líquido Hidramais Ameixa Dourada é ideal para a higienização das mãos e do corpo. Com sua fragrância suave, proporciona uma sensação de frescor e limpeza. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma ótima opção para quem busca praticidade e cuidado na rotina diária.","Para Você","EAN/GTIN: 7896369164834",22.90,3
"Sabonete Líquido Ameixa Negra Hidramais 500 ml","686461K","Marca: Hidramais. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 500ml. Sabonete Líquido Ameixa Negra Hidramais 500 ml Hidramais SABONETE LÍQUIDO SABONETE LÍQUIDO 500ml Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 07896369162403",22.90,3
"Sabonete Líquido Baby da Cabeça aos Pés Dove 400 ml","273810F","Marca: Dove. Categoria: Bebê. Tipo: Banho do Bebê. Embalagem: 400ml. Sabonete Líquido Baby da Cabeça aos Pés Dove 400 ml Dove BEBÊ BANHO SABONETE INFANTIL 400ml Para Você Bebê Banho do Bebê","Para Você","EAN/GTIN: 7891150036369",26.90,2
"Sabonete Líquido Baby Hipoalergênico Dove 400 ml","15398817","Marca: Dove. Categoria: Bebê. Tipo: Banho do Bebê. Embalagem: 400ml. Sabonete Líquido Baby Hipoalergênico Dove 400 ml Dove BEBÊ BANHO SABONETE INFANTIL 400ml Para Você Bebê Banho do Bebê","Para Você","EAN/GTIN: 7891150079236",27.90,2
"Sabonete Líquido Bebê Refil Calêndula Granado 250 ml","918085L","Marca: Granado. Categoria: Bebê. Tipo: Banho do Bebê. Embalagem: 250ml. Sabonete Líquido Bebê Refil Calêndula Granado 250 ml Granado BEBÊ BANHO SABONETE INFANTIL 250ml Para Você Bebê Banho do Bebê","Para Você","EAN/GTIN: 7896512959843",20.90,2
"Sabonete Líquido Bebê Tradicional Granado 500 ml","640057I","Marca: Granado. Categoria: Bebê. Tipo: Banho do Bebê. Embalagem: 500ml. Sabonete Líquido Bebê Tradicional Granado 500 ml Granado BEBÊ BANHO SABONETE INFANTIL 500ml Para Você Bebê Banho do Bebê","Para Você","EAN/GTIN: 7896512949417",36.90,1
"Sabonete Líquido Camomila para Recém-Nascido Refil Huggies 200 ml","879378X","Marca: Huggies. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 200ml. Sabonete Líquido Camomila para Recém-Nascido Refil Huggies 200 ml Huggies SABONETE LÍQUIDO REFIL DE SABONETE LÍQUIDO 200ml Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896018750944",14.90,3
"Sabonete Líquido Chá Branco Coala 500 ml","648994V","Marca: Coala. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 500ml. Sabonete Líquido Chá Branco Coala 500 ml Coala SABONETE LÍQUIDO SABONETE LÍQUIDO 500ml Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7897744504917",19.90,2
"Sabonete Líquido Corporal Glicerina Pampers 400 ml","506036B","Marca: Pampers. Categoria: Bebê. Tipo: Banho do Bebê. Embalagem: 400ml. Sabonete Líquido Corporal Glicerina Pampers 400 ml Pampers BEBÊ BANHO SABONETE INFANTIL 400ml Para Você Bebê Banho do Bebê","Para Você","EAN/GTIN: 7891033519279",27.90,3
"Sabonete Líquido Creme Care NIVEA 250 ml","789607G","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 250ml. O sabonete líquido NIVEA Creme Care é ideal para a rotina de cuidados diários com a pele. Com sua fórmula suave, ele proporciona uma limpeza eficaz, mantendo a hidratação natural da pele. Perfeito para quem busca um produto que une praticidade e cuidado, é uma ótima opção para o uso em Cuiabá e Várzea Grande.","Para Você","EAN/GTIN: 4005900095268",16.90,3
"Sabonete Líquido Creme Soft Refil NIVEA 200 ml","5383970003","Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 200ml. O NIVEA Sabonete Líquido Creme Soft é ideal para o cuidado diário da sua pele. Com sua fórmula suave, ele proporciona uma limpeza eficaz, deixando a pele macia e hidratada. Perfeito para o uso no banho, é uma ótima opção para quem busca um sabonete que une praticidade e conforto. Disponível na Dona Antônia, em Cuiabá e Várzea Grande.","Para Você","EAN/GTIN: 4005900734068",12.90,6
"Sabonete Líquido Derma Control NIVEA 250 ml","5211380239","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 250ml. O sabonete líquido NIVEA Derma Control é ideal para a limpeza da pele, proporcionando uma sensação de frescor e suavidade. Com sua fórmula desenvolvida para o cuidado da pele, ele é perfeito para o uso diário, ajudando a manter a pele limpa e saudável. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma excelente opção para quem busca um produto de qualidade para a higiene pessoal.","Para Você","EAN/GTIN: 4006000179261",16.90,4
"Sabonete Líquido Derma Control Refil NIVEA 200 ml","0794470600","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 200ml. O NIVEA Sabonete Líquido Derma Control é ideal para a rotina de cuidados diários com a pele. Com sua fórmula suave, ele ajuda a limpar e hidratar a pele, proporcionando uma sensação de frescor. Perfeito para quem busca um sabonete que respeite a delicadeza da pele, é uma ótima opção para o dia a dia em Cuiabá e Várzea Grande.","Para Você","EAN/GTIN: 4006000170237",11.90,3
"Sabonete Líquido Derma Control Refil NIVEA 200 ml","32784311","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 200ml. O sabonete líquido NIVEA Derma Control é ideal para a limpeza da pele, proporcionando uma sensação de frescor e suavidade. Perfeito para o uso diário, ele ajuda a remover impurezas e oleosidade, sendo uma ótima opção para quem busca cuidar da pele de forma prática. Disponível na Dona Antônia, em Cuiabá e Várzea Grande, é uma escolha confiável para manter a higiene pessoal.","Para Você","",11.90,2
"Sabonete Líquido Detox Monange 240 ml","P-TEVA","Marca: Monange. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 240ml. Sabonete Líquido Detox Monange 240 ml Monange SABONETE LÍQUIDO SABONETE LÍQUIDO 240ml Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896235354000",8.90,3
"Sabonete Líquido Detox Refil Monange 400 ml","33376256","Marca: Monange. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 400ml. Sabonete Líquido Detox Refil Monange 400 ml Monange SABONETE LÍQUIDO REFIL DE SABONETE LÍQUIDO 400ml Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896235354253",14.90,2
"Sabonete Líquido Erva-Doce NIVEA 250 ml","47864249","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 250ml. O sabonete líquido NIVEA com fragrância de erva-doce é ideal para o cuidado diário da sua pele. Com sua fórmula suave, ele proporciona uma limpeza eficaz, deixando a pele macia e perfumada. Perfeito para o uso no banho, é uma ótima opção para quem busca frescor e hidratação. Disponível na Dona Antônia, em Cuiabá e Várzea Grande.","Para Você","EAN/GTIN: 7890704810738",16.90,1
"Sabonete Líquido Frangipani NIVEA 250 ml","47661760","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 250ml. O sabonete líquido Frangipani da NIVEA é ideal para a limpeza diária da pele, proporcionando uma sensação de frescor e suavidade. Com sua fórmula delicada, ele é perfeito para ser utilizado no banho, deixando a pele limpa e levemente perfumada. A Dona Antônia oferece este produto em Cuiabá e Várzea Grande, garantindo praticidade na sua rotina de cuidados pessoais.","Para Você","EAN/GTIN: 4005808896134",20.90,1
"Sabonete Líquido Glicerina Extra Suave Refil Huggies 200 ml","570146F","Marca: Huggies. Categoria: Bebê. Tipo: Banho do Bebê. Embalagem: 200ml. Sabonete Líquido Glicerina Extra Suave Refil Huggies 200 ml Huggies BEBÊ BANHO SABONETE INFANTIL 200ml Para Você Bebê Banho do Bebê","Para Você","EAN/GTIN: 7896018704206",13.90,4
"Sabonete Líquido Infantil Perfume de Bebê Tricofácil 1,6 L","tricofacil.perfumebebe.1.6","Marca: Tricofácil. Categoria: Bebê. Tipo: Banho do Bebê. Embalagem: Frasco Refil de 1,6L. O sabonete líquido Tricofácil com perfume de bebê é ideal para a limpeza suave e hidratação da pele. Especialmente indicado para peles secas, ele proporciona um toque delicado e uma fragrância agradável. Disponível em Cuiabá e Várzea Grande, é uma ótima opção para o cuidado diário do seu pequeno.","Para Você","EAN/GTIN: 07896369163097",24.90,2
"Sabonete Líquido Íntimo Natural NIVEA 250 ml","34743607","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 250ml. O sabonete líquido íntimo NIVEA é ideal para a higiene diária, proporcionando frescor e conforto. Com sua fórmula suave, é indicado para o uso na rotina de cuidados pessoais, garantindo uma limpeza delicada. Disponível em Cuiabá e Várzea Grande, é uma escolha confiável para quem busca bem-estar e cuidado na higiene íntima.","Para Você","EAN/GTIN: 7890704808131",20.90,2
"Sabonete Líquido Íntimo Suave NIVEA 250 ml","33669705","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 250ml. O sabonete líquido íntimo suave da NIVEA é ideal para a higiene diária, proporcionando frescor e conforto. Com sua fórmula delicada, é perfeito para o uso na rotina de cuidados pessoais, especialmente em Cuiabá e Várzea Grande. A NIVEA é uma marca reconhecida por oferecer produtos que cuidam da pele com carinho e atenção.","Para Você","EAN/GTIN: 7890704810516",19.90,3
"Sabonete Líquido Óleo de Banho NIVEA 200 ml","172190G","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 200ml. O sabonete líquido óleo de banho da NIVEA é ideal para uma limpeza suave e hidratante da pele. Perfeito para ser utilizado durante o banho, ele proporciona uma sensação de frescor e bem-estar. Em Cuiabá e Várzea Grande, é uma escolha popular para quem busca um cuidado especial na rotina diária de higiene.","Para Você","EAN/GTIN: 4005808808281",36.90,4
"Sabonete Líquido Orquídea Negra Coala 500 ml","173203M","Marca: Coala. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 500ml. Sabonete Líquido Orquídea Negra Coala 500 ml Coala SABONETE LÍQUIDO SABONETE LÍQUIDO 500ml Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7897744505136",19.90,2
"Sabonete Líquido Refil Ameixa Negra Hidramais 400 ml","952235Z","Marca: Hidramais. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 400ml. O sabonete líquido Hidramais com aroma de ameixa negra é ideal para a limpeza e hidratação da pele. Com sua fórmula suave, proporciona uma sensação de frescor e bem-estar. Disponível em Cuiabá e Várzea Grande, é uma ótima opção para quem busca qualidade e praticidade no dia a dia.","Para Você","EAN/GTIN: 7896369164537",12.90,3
"Sabonete Líquido Refil Creme Care NIVEA 200 ml","214281L","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 200ml. O sabonete líquido NIVEA Creme Care é ideal para o cuidado diário da pele. Com sua fórmula suave, ele proporciona uma limpeza eficaz, mantendo a hidratação natural da pele. Perfeito para usar no banho ou na lavagem das mãos, é uma escolha popular entre os moradores de Cuiabá e Várzea Grande que buscam um produto de qualidade para o dia a dia.","Para Você","EAN/GTIN: 4005900734082",11.90,7
"Sabonete Líquido Refil Erva-Doce NIVEA 200 ml","881840G","Marca: NIVEA. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 200ml. O sabonete líquido NIVEA com aroma de erva-doce é ideal para a rotina de cuidados diários com a pele. Ele proporciona uma limpeza suave, deixando a pele fresca e perfumada. Perfeito para quem busca um momento de relaxamento durante o banho, é uma ótima opção para os moradores de Cuiabá e Várzea Grande que valorizam produtos de qualidade.","Para Você","EAN/GTIN: 4005900734075",11.90,6
"Sabonete Líquido Refil Perfume Bebê Hidramais 400 ml","233927D","Marca: Hidramais. Categoria: Bebê. Tipo: Banho do Bebê. Embalagem: 400ml. Sabonete Líquido Refil Perfume Bebê Hidramais 400 ml Hidramais BEBÊ BANHO SABONETE INFANTIL 400ml Para Você Bebê Banho do Bebê","Para Você","EAN/GTIN: 7896369163592",12.90,3
"Sabonete Nutri Protect Glicerina + Vitamina E Protex 85 g","90157741","Marca: Protex. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. Sabonete Nutri Protect Glicerina + Vitamina E Protex 85 g Protex SABONETE BARRA SABONETE EM BARRA 85g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891024035139",4.99,8
"Sabonete Nutrição Luminosa Palmolive 85 g","2413400519","Marca: Palmolive. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 85g. Sabonete Nutrição Luminosa Palmolive 85 g Palmolive SABONETE BARRA SABONETE EM BARRA 85g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7891024034743",2.80,28
"Sabonete Toque de Lavanda Phebo 90 g","97862086","Marca: Phebo. Categoria: Higiene Pessoal. Tipo: Sabonetes. Embalagem: 90g. Sabonete Toque de Lavanda Phebo 90 g Phebo SABONETE BARRA SABONETE EM BARRA 90g Para Você Higiene Pessoal Sabonetes","Para Você","EAN/GTIN: 7896512909794",4.99,7
"Sacciali Molho de Tomate Arrabiata 530g","06683653","Marca: Sacciali. Categoria: Mercearia. Tipo: Molhos de Tomate. Embalagem: 530g. Sacciali Molho de Tomate Arrabiata 530g Sacciali MACARRÃO E MOLHOS MACARRÃO MASSA SECA 530g Para Casa Mercearia Molhos de Tomate","Para Casa","EAN/GTIN: 7896292313330",18.90,3
"Saco Forte Saco para Lixo 50 litros com 10 unidades","69559009","Marca: Reforçadão. Categoria: Limpeza. Tipo: Sacos de Lixo. Embalagem: Unidade. Saco Forte Saco para Lixo 50 litros com 10 unidades Reforçadão LIMPEZA SACO DE LIXO SACO DE LIXO Unidade Para Casa Limpeza Sacos de Lixo","Para Casa","EAN/GTIN: 7898913551022",7.90,5
"Saco Pano Pratic Branco Alvejado 45x70 Unidade","P0302","Marca: Pratic. Categoria: Limpeza. Tipo: Panos de Limpeza. Embalagem: Unidade. Saco Pano Pratic Branco Alvejado 45x70 Unidade Pratic LIMPEZA PANOS E PAPÉIS PANO DE LIMPEZA Unidade Para Casa Limpeza Panos de Limpeza","Para Casa","EAN/GTIN: 7898923102108",5.49,10
"Saco para Lixo 100 L Saco Forte 5 un","69567182","Marca: Saco Forte. Categoria: Limpeza. Tipo: Sacos de Lixo. Embalagem: Unidade. Saco para Lixo 100 L Saco Forte 5 un Saco Forte LIMPEZA SACO DE LIXO SACO DE LIXO Unidade Para Casa Limpeza Sacos de Lixo","Para Casa","EAN/GTIN: 7898913551015",7.90,21
"Saco para Lixo 15 L Saco Forte 10 un","69551698","Marca: Saco Forte. Categoria: Limpeza. Tipo: Sacos de Lixo. Embalagem: Unidade. Saco para Lixo 15 L Saco Forte 10 un Saco Forte LIMPEZA SACO DE LIXO SACO DE LIXO Unidade Para Casa Limpeza Sacos de Lixo","Para Casa","EAN/GTIN: 7898913551060",4.20,5
"Saco para Lixo 30 L Saco Forte 10 un","69555319","Marca: Saco Forte. Categoria: Limpeza. Tipo: Sacos de Lixo. Embalagem: Unidade. Saco para Lixo 30 L Saco Forte 10 un Saco Forte LIMPEZA SACO DE LIXO SACO DE LIXO Unidade Para Casa Limpeza Sacos de Lixo","Para Casa","EAN/GTIN: 7898913551053",5.50,10
"Saco para Lixo Reforçado 50 L Reforçadão 5 un","70027257","Marca: Reforçadão. Categoria: Limpeza. Tipo: Sacos de Lixo. Embalagem: Unidade. Saco para Lixo Reforçado 50 L Reforçadão 5 un Reforçadão LIMPEZA SACO DE LIXO SACO DE LIXO Unidade Para Casa Limpeza Sacos de Lixo","Para Casa","EAN/GTIN: 7898913551046",8.90,1
"Saco para Lixo Reforçado Reforçadão 50 L 10 un","70023105","Marca: Reforçadão. Categoria: Limpeza. Tipo: Sacos de Lixo. Embalagem: Unidade. Saco para Lixo Reforçado Reforçadão 50 L 10 un Reforçadão LIMPEZA SACO DE LIXO SACO DE LIXO Unidade Para Casa Limpeza Sacos de Lixo","Para Casa","EAN/GTIN: 7898913551039",8.90,11
"Sal Amôniaco Real Sabor 40g Pacote","7899767334700","Marca: Real sabor. Categoria: Mercearia. Tipo: Temperos. Embalagem: Pacote. Sal Amôniaco da marca Real Sabor, embalagem em pacote de 5g, EAN 7899767334700.","Para Casa","EAN/GTIN: 7899767334700",1.89,4
"Sal Cristal Ouro 1 kg","P0304","Marca: Cristal Ouro. Categoria: Mercearia. Tipo: Sal. Embalagem: 1kg. Sal Cristal Ouro 1 kg Cristal Ouro MERCEARIA BÁSICA SAL SAL DE COZINHA 1kg Para Casa Mercearia Sal","Para Casa","EAN/GTIN: 7898280080170",2.99,1194
"Saleiro de Vidro Inox Olly Unidade","P396","Marca: Olly. Categoria: Mercearia. Tipo: Temperos. Embalagem: Unidade. Saleiro de Vidro Inox Olly Unidade Olly TEMPEROS TEMPERO TEMPERO PRONTO Unidade Para Casa Mercearia Temperos","Para Casa","EAN/GTIN: 7896980466188",5.90,3
